code;name;category;id;volume;price;cap;volume_2012_1;price_2012_1;cap_2012_1;volume_2012_2;price_2012_2;cap_2012_2;volume_2012_3;price_2012_3;cap_2012_3;volume_2012_4;price_2012_4;cap_2012_4;volume_2013_1;price_2013_1;cap_2013_1;volume_2013_2;price_2013_2;cap_2013_2;volume_2013_3;price_2013_3;cap_2013_3;volume_2013_4;price_2013_4;cap_2013_4;volume_2014_1;price_2014_1;cap_2014_1;volume_2014_2;price_2014_2;cap_2014_2;volume_2014_3;price_2014_3;cap_2014_3;volume_2014_4;price_2014_4;cap_2014_4;volume_2015_1;price_2015_1;cap_2015_1;volume_2015_2;price_2015_2;cap_2015_2;volume_2015_3;price_2015_3;cap_2015_3;volume_2015_4;price_2015_4;cap_2015_4;volume_2016_1;price_2016_1;cap_2016_1;volume_2016_2;price_2016_2;cap_2016_2;volume_2016_3;price_2016_3;cap_2016_3;volume_2016_4;price_2016_4;cap_2016_4;volume_2017_1;price_2017_1;cap_2017_1;volume_2017_2;price_2017_2;cap_2017_2;volume_2017_3;price_2017_3;cap_2017_3;volume_2017_4;price_2017_4;cap_2017_4;volume_2018_1;price_2018_1;cap_2018_1;volume_2018_2;price_2018_2;cap_2018_2;volume_2018_3;price_2018_3;cap_2018_3;volume_2018_4;price_2018_4;cap_2018_4;volume_2019_1;price_2019_1;cap_2019_1;volume_2019_2;price_2019_2;cap_2019_2;volume_2019_3;price_2019_3;cap_2019_3;volume_2019_4;price_2019_4;cap_2019_4;volume_2020_1;price_2020_1;cap_2020_1;volume_2020_2;price_2020_2;cap_2020_2;volume_2020_3;price_2020_3;cap_2020_3;volume_2020_4;price_2020_4;cap_2020_4
GAZT-001D;"ОАО ""ГАЗ-Тек""";aо;1-01-12996-A-001D;;;;378500000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GCHE;"ПАО ""Группа Черкизово""";aо;1-02-10797-A;43069355,0;549,8;23679531379,0;43069355,0;548,5;23623541217,5;43963773,0;498,0;21893958954,0;43963773,0;531,5;23366745349,5;43963773,0;540,6;23766815683,8;43963773,0;547,0;24048183831,0;43963773,0;494,8;21753274880,4;43963773,0;500,1;21986282877,3;43963773,0;580,8;25534159358,4;43963773,0;574,6;25261583965,8;43963773,0;630,1;27701573367,3;43963773,0;699,4;30748262836,2;43963773,0;677,0;29763474321,0;43963773,0;725,0;31873735425,0;43963773,0;739,0;32489228247,0;43963773,0;906,0;39831178338,0;43963773,0;1040,0;45722323920,0;43963773,0;931,0;40930272663,0;43963773,0;854,0;37545062142,0;43963773,0;785,0;34511561805,0;43963773,0;770,0;33852105210,0;43963773,0;849,0;37325243277,0;43963773,0;1355,0;59570912415,0;43963773,0;1304,0;57328759992,0;43963773,0;1125,0;49459244625,0;43963773,0;1310,0;57592542630,0;43963773,0;1040,0;45722323920,0;43963773,0;1165,0;51217795545,0;43963773,0;1118,0;49151498214,0;43963773,0;1884,0;82827748332,0;43963773,0;1871,5;82278201169,5;43963773,0;1882,0;82739820786,0;43963773,0;1732,5;76167236722,5;43963773,0;1876,5;82498020034,5;43963773,0;1736,0;76321109928,0;43963773,0;1873,0;82344146829,0;41047014,0;1969,5;80842094073,0
GEMA;"ПАО ""ММЦБ""";aо;1-01-85932-H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1492992,0;639,0;954021888,0;1492992,0;760,0;1134673920,0;1492992,0;729,0;1088391168,0;1492992,0;624,0;931627008,0;1492992,0;603,0;900274176,0;1492992,0;694,0;1036136448,0
GMKN;"ПАО ""ГМК ""Норильский никель""";aо;1-01-40155-F;190627747,0;4950,0;943607347650,0;190627747,0;5438,0;1036633688186,0;190627747,0;5424,0;1033964899728,0;190627747,0;4965,0;946466763855,0;190627747,0;5617,0;1070756054899,0;190627747,0;5244,0;999651905268,0;172156822,0;4721,0;812752356662,0;158245476,0;4702,0;744070228152,0;158245476,0;5397,0;854050833972,0;158245476,0;5861,0;927476734836,0;158245476,0;6717,0;1062934862292,0;158245476,0;7343,0;1161996530268,0;158245476,0;8162,0;1291599575112,0;158245476,0;10500,0;1661577498000,0;158245476,0;9473,0;1499059394148,0;158245476,0;9398,0;1487190983448,0;158245476,0;9173,0;1451585751348,0;158245476,0;8792,0;1391294224992,0;158245476,0;8488,0;1343187600288,0;158245476,0;9889,0;1564889512164,0;158245476,0;10043,0;1589259315468,0;158245476,0;8891,0;1406960527116,0;158245476,0;8171,0;1293023784396,0;158245476,0;9831,0;1555711274556,0;158245476,0;10747,0;1700664130572,0;158245476,0;10770,0;1704303776520,0;158245476,0;11290,0;1786591424040,0;158245476,0;11295,0;1787382651420,0;158245476,0;13009,0;2058615397284,0;158245476,0;13642,0;2158784783592,0;158245476,0;14254,0;2255631014904,0;158245476,0;16586,0;2624659464936,0;158245476,0;19276,0;3050339795376,0;158245476,0;19492,0;3084520818192,0;158245476,0;18872,0;2986408623072,0;158245476,0;18802,0;2975331439752,0;158245476,0;23624,0;3738391125024,0
GRAZ;"ПАО ""Группа ""РАЗГУЛЯЙ""";aо;1-01-33886-H;158093157,0;24,14;3816368809,98;158093157,0;26,43;4178402139,51;158093157,0;17,66;2791925152,62;158093157,0;15,1;2387206670,7;158093157,0;13,32;2105800851,24;190000000,0;14,89;2829100000,0;190000000,0;10,68;2029200000,0;190000000,0;11,13;2114700000,0;190000000,0;9,73;1848700000,0;190000000,0;5,65;1073500000,0;190000000,0;6,2;1178000000,0;190000000,0;5,9;1121000000,0;190000000,0;4,43;841700000,0;190000000,0;13,55;2574500000,0;190000000,0;15,06;2861400000,0;190000000,0;13,99;2658100000,0;190000000,0;9,47;1799300000,0;190000000,0;9,09;1727100000,0;190000000,0;4,55;864500000,0;190000000,0;5,6;1064000000,0;190000000,0;6,67;1267300000,0;190000000,0;2,61;495900000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRNT;"ПАО ""ГИТ""";aо;1-01-05280-D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;437000000,0;;;437000000,0;1,934;845158000,0;437000000,0;0,45;196650000,0;437000000,0;0,82;358340000,0;437000000,0;0,579;253023000,0;437000000,0;1,071;468027000,0;437000000,0;0,697;304589000,0;437000000,0;0,539;235543000,0;437000000,0;0,767;335179000,0;437000000,0;0,448;195776000,0;437000000,0;0,527;230299000,0;437000000,0;0,58;253460000,0;437000000,0;0,3895;170211500,0;437000000,0;0,4446;194290200,0;437000000,0;0,4148;181267600,0;437000000,0;0,3476;151901200,0;437000000,0;0,505;220685000,0;437000000,0;0,4558;199184600,0;437000000,0;0,653;285361000,0;437000000,0;0,615;268755000,0;737026000,0;0,4995;368144487,0
GTLC;"ПАО ""ДжиТиЭл""";aо;1-03-22061-H;;;;;;;;;;;;;;;;2596000000,0;1,5923;4133610800,0;2596000000,0;0,3831;994527600,0;2596000000,0;0,1194;309962400,0;2596000000,0;0,2544;660422400,0;2596000000,0;0,192;498432000,0;2596000000,0;0,1489;386544400,0;2596000000,0;0,095;246620000,0;2596000000,0;0,0465;120714000,0;2596000000,0;0,0525;136290000,0;2596000000,0;0,053;137588000,0;2596000000,0;0,0385;99946000,0;2596000000,0;0,2784;722726400,0;2596000000,0;0,8851;2297719600,0;2596000000,0;0,607;1575772000,0;2596000000,0;0,596;1547216000,0;2596000000,0;0,494;1282424000,0;2596000000,0;0,302;783992000,0;2596000000,0;0,149;386804000,0;2596000000,0;0,147;381612000,0;2596000000,0;0,2345;608762000,0;2596000000,0;0,1595;414062000,0;2596000000,0;0,1275;330990000,0;2596000000,0;0,1275;330990000,0;2596000000,0;0,1005;260898000,0;2596000000,0;0,0901;233899600,0;2596000000,0;0,0812;210795200,0;2596000000,0;0,0745;193402000,0;2596000000,0;0,0686;178085600,0;2596000000,0;0,0443;115002800,0;2596000000,0;0,0745;193402000,0;2596000000,0;0,0607;157577200,0;2596000000,0;0,0518;134472800,0
GTPR;"ОАО ""ГлавТоргПродукт""";aо;1-01-05288-D;;;;;;;;;;;;;43000000,0;26,312;1131416000,0;43000000,0;35,575;1529725000,0;43000000,0;38,891;1672313000,0;43000000,0;35,117;1510031000,0;43000000,0;26,543;1141349000,0;43000000,0;1,489;64027000,0;43000000,0;2,154;92622000,0;43000000,0;1,659;71337000,0;43000000,0;1,22;52460000,0;43000000,0;1,82;78260000,0;43000000,0;1,85;79550000,0;43000000,0;1,77;76110000,0;43000000,0;2,16;92880000,0;43000000,0;2,265;97395000,0;43000000,0;1,875;80625000,0;43000000,0;1,8;77400000,0;43000000,0;1,55;66650000,0;43000000,0;0,53;22790000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GTRK;"ПАО ""ГТМ""";aо;1-01-84907-H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;58462120,0;133,83;7823985519,6;58462120,0;137,7;8050233924,0;58462120,0;120,0;7015454400,0;58462120,0;108,0;6313908960,0;58462120,0;86,5;5056973380,0;58462120,0;73,0;4267734760,0;58462120,0;68,8;4022193856,0;58462120,0;40,8;2385254496,0;58462120,0;59,5;3478496140,0;58462120,0;30,65;1791863978,0;58462120,0;41,85;2446639722,0;58462120,0;42,25;2470024570,0;58462120,0;41,35;2417408662,0
GTSS;"ПАО ""ГЕОТЕК Сейсморазведка""";aо;1-01-55378-E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;385400296739,0;;;1385400296739,0;;;1385400296739,0;;;1385400296739,0;;;1385400296739,0;;
GUMM;"ПАО ""ТД ГУМ""";aо;1-04-00030-A;60000000,0;32,64;1958400000,0;60000000,0;29,85;1791000000,0;60000000,0;36,44;2186400000,0;60000000,0;45,31;2718600000,0;60000000,0;60,98;3658800000,0;60000000,0;69,53;4171800000,0;60000000,0;61,8;3708000000,0;60000000,0;60,0;3600000000,0;60000000,0;55,85;3351000000,0;60000000,0;45,25;2715000000,0;60000000,0;45,96;2757600000,0;60000000,0;49,19;2951400000,0;60000000,0;40,6;2436000000,0;60000000,0;38,5;2310000000,0;60000000,0;48,9;2934000000,0;60000000,0;49,3;2958000000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HALS;"ПАО ""Галс-Девелопмент""";aо;1-01-01017-H;11217094,0;279,0;3129569226,0;11217094,0;328,5;3684815379,0;11217094,0;272,0;3051049568,0;11217094,0;262,0;2938878628,0;11217094,0;150,0;1682564100,0;11217094,0;265,1;2973651619,4;11217094,0;353,2;3961877600,8;11217094,0;353,6;3966364438,4;11217094,0;934,2;10479009214,8;11217094,0;1059,3;11882267674,2;11217094,0;1111,3;12465556562,2;11217094,0;1501,0;16836858094,0;11217094,0;1187,0;13314690578,0;11217094,0;2281,0;25586191414,0;11217094,0;1425,0;15984358950,0;11217094,0;1760,0;19742085440,0;11217094,0;1775,0;19910341850,0;11217094,0;1685,0;18900803390,0;11217094,0;1385,0;15535675190,0;11217094,0;1435,0;16096529890,0;11217094,0;1265,0;14189623910,0;11217094,0;1180,0;13236170920,0;11217094,0;1030,0;11553606820,0;11217094,0;665,0;7459367510,0;11217094,0;700,0;7851965800,0;11217094,0;770,0;8637162380,0;11217094,0;805,0;9029760670,0;11217094,0;670,0;7515452980,0;11217094,0;730,0;8188478620,0;11217094,0;736,0;8255781184,0;11217094,0;758,0;8502557252,0;11217094,0;877,0;9837391438,0;11217094,0;769,0;8625945286,0;11217094,0;715,0;8020222210,0;11217094,0;761,0;8536208534,0;11217094,0;1131,0;12686533314,0;11217094,0;1159,0;13000611946,0
HIMC;"ПАО ""Химпром""";aо;1-01-55076-D;688894206,0;;;688894206,0;0,9645;664438461,69;688894206,0;0,8367;576397782,16;688894206,0;0,8378;577155565,79;688894206,0;0,5963;410787615,04;688894206,0;0,7785;536304139,37;688894206,0;0,8453;582322272,33;688894206,0;0,8972;618075881,62;688894206,0;;;;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;;688894206,0;;
HIMCP;"ПАО ""Химпром""";ап;2-01-55076-D;229631402,0;;;229631402,0;1,0052;230825485,29;229631402,0;0,7756;178102115,39;229631402,0;0,902;207127524,6;229631402,0;0,9318;213970540,38;229631402,0;1,0396;238724805,52;229631402,0;1,1101;254913819,36;229631402,0;0,8475;194612613,2;229631402,0;1,0114;232249199,98;229631402,0;1,0401;238839621,22;229631402,0;;;229631402,0;;;229631402,0;;;229631402,0;1,13;259483484,26;229631402,0;1,05;241112972,1;229631402,0;;;229631402,0;;;229631402,0;1,205;276705839,41;229631402,0;2,245;515522497,49;229631402,0;3,86;886377211,72;229631402,0;6,91;1586752987,82;229631402,0;6,18;1419122064,36;229631402,0;4,62;1060897077,24;229631402,0;5,25;1205564860,5;229631402,0;5,57;1279046909,14;229631402,0;5,78;1327269503,56;229631402,0;6,9;1584456673,8;229631402,0;6,6;1515567253,2;229631402,0;5,94;1364010527,88;229631402,0;6,62;1520159881,24;229631402,0;6,18;1419122064,36;229631402,0;6,15;1412233122,3;229631402,0;6,06;1391566296,12;229631402,0;5,58;1281343223,16;229631402,0;5,89;1352528957,78;229631402,0;7,99;1834754901,98;229631402,0;7,62;1749791283,24
HMBO;"ПАО ""Ханты-Мансийский банк Открытие""";aо;10101971B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;185930087,0;;;185930087,0;;;185930087,0;;;185930087,0;;;185930087,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HYDR;"ПАО ""РусГидро""";aо;1-01-55038-E;290302702379,0;0,9649;280113077525,5;290302702379,0;1,0829;314368796406,22;290302702379,0;0,7835;227452167313,95;290302702379,0;0,8568;248731355398,33;290302702379,0;0,7336;212966062465,23;317637520094,0;0,6136;194902382329,68;317637520094,0;0,5003;158914051303,03;317637520094,0;0,5406;171714843362,82;317637520094,0;0,5676;180291056405,35;317637520094,0;0,5594;177686428740,58;317637520094,0;0,6755;214564144823,5;386255464890,0;0,7086;273700622421,05;386255464890,0;0,5255;202977246799,7;386255464890,0;0,5252;202861370160,23;386255464890,0;0,539;208191695575,71;386255464890,0;0,6101;235654459129,39;386255464890,0;0,6674;257786897267,59;386255464890,0;0,6942;268138543726,64;386255464890,0;0,6084;234997824839,08;386255464890,0;0,7812;301742769172,07;386255464890,0;0,9221;356166164175,07;386255464890,0;0,9455;365204542053,5;386255464890,0;0,795;307073094587,55;426288813551,0;0,8532;363709615721,71;426288813551,0;0,7264;309656194163,45;426288813551,0;0,766;326537231180,07;426288813551,0;0,6821;290771599723,14;426288813551,0;0,6253;266558395113,44;426288813551,0;0,4853;206877961216,3;426288813551,0;0,5012;213655953351,76;426288813551,0;0,6045;257691587791,58;426288813551,0;0,521;222096471860,07;426288813551,0;0,5601;238764364469,92;426288813551,0;0,6032;257137412333,96;426288813551,0;0,7504;319887125688,67;426288813551,0;0,7604;324150013824,18;439288905849,0;0,7871;345764297793,75
HYDR-041D;"ОАО ""РусГидро""";aо;1-01-55038-E-041D;;;;;;;;;;;;;;;;;;;;;;;;;;;;68617944796,0;0,5604;38453496263,68;68617944796,0;0,7035;48272724163,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDJT;"ПАО ""ИДЖАТ""";aо;1-01-55421-E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72907930,0;;;72907930,0;;;72907930,0;;;72907930,0;;;72907930,0;;;72907930,0;;;72907930,0;;;72907930,0;;;72907930,0;;;72907930,0;;;72907930,0;;;72907930,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IDVP;"ПАО ""ИНВЕСТ-ДЕВЕЛОПМЕНТ""";aо;1-01-15857-A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2110524,0;;;2110524,0;;;2110524,0;;;2110524,0;;;2110524,0;6130,0;12937512120,0;2110524,0;8340,0;17601770160,0;2110524,0;;;2110524,0;;;2110524,0;;;2110524,0;7500,0;15828930000,0;2110524,0;;;2110524,0;;;2110524,0;;;2110524,0;;;2110524,0;;;2110524,0;;;2110524,0;;;2110524,0;;;2110524,0;32600,0;68803082400,0;2110524,0;20200,0;42632584800,0;2110524,0;56500,0;119244606000,0;2110524,0;72000,0;151957728000,0;2110524,0;72000,0;151957728000,0;2110524,0;58000,0;122410392000,0
IGIP;"ОАО Институт ""Гипропрос""";aо;1-01-01840-A;;;;;;;43896,0;;;43896,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGST;"ПАО ""Ижсталь""";aо;1-02-30078-D;448410,0;;;448410,0;1185,6;531634896,0;448410,0;976,1;437693001,0;448410,0;;;448410,0;;;448410,0;851,4;381776274,0;448410,0;;;448410,0;510,5;228913305,0;448410,0;385,9;173041419,0;448410,0;;;448410,0;;;448410,0;304,0;136316640,0;448410,0;345,0;154701450,0;448410,0;373,0;167256930,0;448410,0;384,0;172189440,0;448410,0;;;448410,0;415,0;186090150,0;448410,0;954,0;427783140,0;448410,0;815,0;365454150,0;448410,0;1195,0;535849950,0;800729,0;1160,0;928845640,0;800729,0;1105,0;884805545,0;800729,0;925,0;740674325,0;800729,0;805,0;644586845,0;800729,0;725,0;580528525,0;800729,0;660,0;528481140,0;800729,0;620,0;496451980,0;800729,0;630,0;504459270,0;800729,0;558,0;446806782,0;800729,0;864,0;691829856,0;800729,0;766,0;613358414,0;800729,0;814,0;651793406,0;800729,0;865,0;692630585,0;800729,0;664,0;531684056,0;800729,0;847,0;678217463,0;800729,0;972,0;778308588,0;800729,0;1006,0;805533374,0
IGST03;"ОАО ""Ижсталь""";aо;1-03-30078-D;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;352319,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGSTP;"ПАО ""Ижсталь""";ап;2-02-30078-D;266910,0;;;266910,0;611,83;163303545,3;266910,0;593,05;158290975,5;266910,0;509,19;135907902,9;266910,0;756,2;201837342,0;266910,0;578,45;154394089,5;266910,0;519,33;138614370,3;266910,0;;;266910,0;;;266910,0;;;266910,0;;;266910,0;320,3;85491273,0;266910,0;;;266910,0;;;266910,0;319,0;85144290,0;266910,0;273,0;72866430,0;266910,0;281,0;75001710,0;266910,0;398,0;106230180,0;266910,0;401,0;107030910,0;266910,0;474,0;126515340,0;266910,0;437,0;116639670,0;266910,0;574,0;153206340,0;266910,0;464,0;123846240,0;266910,0;500,0;133455000,0;266910,0;486,0;129718260,0;266910,0;478,0;127582980,0;266910,0;461,0;123045510,0;266910,0;456,0;121710960,0;266910,0;434,0;115838940,0;266910,0;566,0;151071060,0;266910,0;518,0;138259380,0;266910,0;545,0;145465950,0;266910,0;635,0;169487850,0;266910,0;552,0;147334320,0;266910,0;653,0;174292230,0;266910,0;850,0;226873500,0;266910,0;881,0;235147710,0
INGR;"ПАО ""ИНГРАД""";aо;1-01-50020-A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;41220793,0;771,0;31781231403,0;41220793,0;750,0;30915594750,0;41220793,0;801,0;33017855193,0;41220793,0;1181,0;48681756533,0
IRAO;"ПАО ""Интер РАО""";aо;1-04-33498-E;9716000000000,0;0,036607;355673612000,0;9716000000000,0;0,0309;300224400000,0;9716000000000,0;0,02777;269813320000,0;9716000000000,0;0,026779;260184764000,0;9716000000000,0;0,025017;243065172000,0;10440000997683,0;0,017927;187157897885,46;10440000997683,0;0,01287;134362812840,18;10440000997683,0;0,011266;117617051239,9;10440000997683,0;0,009991;104306049967,85;10440000997683,0;0,007974;83248567955,52;10440000997683,0;0,009446;98616249424,11;10440000000000,0;0,008838;92268720000,0;;;;104400000000,0;1,0798;112731120000,0;104400000000,0;1,2205;127420200000,0;104400000000,0;1,065;111186000000,0;104400000000,0;1,0925;114057000000,0;104400000000,0;1,8245;190477800000,0;104400000000,0;2,494;260373600000,0;104400000000,0;3,1685;330791400000,0;104400000000,0;3,799;396615600000,0;104400000000,0;4,054;423237600000,0;104400000000,0;3,843;401209200000,0;104400000000,0;3,7245;388837800000,0;104400000000,0;3,3555;350314200000,0;104400000000,0;3,811;397868400000,0;104400000000,0;4,0695;424855800000,0;104400000000,0;4,083;426265200000,0;104400000000,0;3,8905;406168200000,0;104400000000,0;3,7585;392387400000,0;104400000000,0;4,547;474706800000,0;104400000000,0;4,4675;466407000000,0;104400000000,0;5,0325;525393000000,0;104400000000,0;4,8615;507540600000,0;104400000000,0;4,8605;507436200000,0;104400000000,0;5,647;589546800000,0;104400000000,0;5,317;555094800000,0
IRAO-003D;"ОАО ""ИНТЕР РАО ЕЭС""";aо;1-03-33498-E-003D;;;;;;;;;;;;;210141861720,0;0,02471;5192605403,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRAO-004D;"ОАО ""ИНТЕР РАО ЕЭС""";aо;1-03-33498-E-004D;;;;;;;;;;;;;431451853160,0;0,02504;10803554403,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRAO-005D;"ОАО ""ИНТЕР РАО ЕЭС""";aо;1-03-33498-E-005D;;;;;;;;;;;;;475352112,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRAO-006D;"ОАО ""ИНТЕР РАО ЕЭС""";aо;1-03-33498-E-006D;;;;;;;;;;;;;22887323943,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRAO-007D;"ОАО ""ИНТЕР РАО ЕЭС""";aо;1-03-33498-E-007D;;;;;;;;;;;;;47241491977,0;0,02485;1173951075,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRAO-008D;"ОАО ""ИНТЕР РАО ЕЭС""";aо;1-03-33498-E-008D;;;;;;;;;;;;;11803114771,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IRGZ;"ПАО ""Иркутскэнерго""";aо;1-01-00041-A;4766807700,0;14,994;71473514653,8;4766807700,0;17,674;84248559289,8;4766807700,0;14,071;67073751146,7;4766807700,0;14,817;70629789690,9;4766807700,0;16,918;80644852668,6;4766807700,0;13,469;64204132911,3;4766807700,0;9,808;46752849921,6;4766807700,0;8,13;38754146601,0;4766807700,0;7,683;36623383559,1;4766807700,0;6,438;30688707972,6;4766807700,0;6,812;32471494052,4;4766807700,0;6,548;31213056819,6;4766807700,0;5,92;28219501584,0;4766807700,0;6,07;28934522739,0;4766807700,0;7,14;34035006978,0;4766807700,0;7,03;33510658131,0;4766807700,0;8,28;39469167756,0;4766807700,0;14,35;68403690495,0;4766807700,0;16,69;79558020513,0;4766807700,0;17,92;85421193984,0;4766807700,0;15,08;71883460116,0;4766807700,0;18,26;87041908602,0;4766807700,0;17,01;81083398977,0;4766807700,0;17,17;81846088209,0;4766807700,0;17,05;81274071285,0;4766807700,0;16,0;76268923200,0;4766807700,0;11,45;54579948165,0;4766807700,0;12,05;57440032785,0;4766807700,0;14,58;69500056266,0;4766807700,0;14,54;69309383958,0;4766807700,0;17,12;81607747824,0;4766807700,0;15,7;74838880890,0;4766807700,0;13,66;65114593182,0;4766807700,0;9,18;43759294686,0;4766807700,0;11,68;55676313936,0;4766807700,0;11,8;56248330860,0;4766807700,0;11,62;55390305474,0
IRKT;"ПАО ""Корпорация ""Иркут""";aо;1-03-00040-A;1166009086,0;5,85;6821153153,04;1166009086,0;7,608;8870997126,21;1166009086,0;5,689;6633425690,2;1166009086,0;5,644;6580955281,33;1166009086,0;5,832;6800164989,49;1166009086,0;6,263;7302714905,56;1166009086,0;5,404;6301113100,69;1166009086,0;5,544;6464354372,73;1166009086,0;5,726;6676568026,38;1166009086,0;5,379;6271962873,54;1166009086,0;5,95;6937754061,64;1166009086,0;6,263;7302714905,56;1166009086,0;5,57;6494670608,96;1166009086,0;6,27;7310876969,16;1166009086,0;6,46;7532418695,5;1166009086,0;6,71;7823920966,99;1166009086,0;10,23;11928272949,68;1166009086,0;10,15;11834992222,8;1166009086,0;9,63;11228667498,08;1166009086,0;9,37;10925505135,73;1166009086,0;9,25;10785584045,41;1229818558,0;10,44;12839305742,6;1229818558,0;11,17;13737073289,73;1229818558,0;18,09;22247417709,15;1229818558,0;14,43;17746281787,9;1229818558,0;14,5;17832369086,94;1332450553,0;16,75;22318546762,75;1332450553,0;72,35;96402797509,55;1332450553,0;35,64;47488537708,92;1332450553,0;39,0;51965571567,0;1332450553,0;37,32;49727054637,96;1332450553,0;34,68;46209385178,04;1332450553,0;34,58;46076140122,74;1332450553,0;27,62;36802284273,86;1332450553,0;34,02;45329967813,06;2085163865,0;33,54;69936396032,1;2085163865,0;24,8;51712063852,0
IRSG;"ОАО ""Межрегиональная стабилизационная группа""";aо;1-01-13591-A;240000,0;;;240000,0;;;240000,0;;;240000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
