code;name;category;id;volume;price;cap;volume_2012_1;price_2012_1;cap_2012_1;volume_2012_2;price_2012_2;cap_2012_2;volume_2012_3;price_2012_3;cap_2012_3;volume_2012_4;price_2012_4;cap_2012_4;volume_2013_1;price_2013_1;cap_2013_1;volume_2013_2;price_2013_2;cap_2013_2;volume_2013_3;price_2013_3;cap_2013_3;volume_2013_4;price_2013_4;cap_2013_4;volume_2014_1;price_2014_1;cap_2014_1;volume_2014_2;price_2014_2;cap_2014_2;volume_2014_3;price_2014_3;cap_2014_3;volume_2014_4;price_2014_4;cap_2014_4;volume_2015_1;price_2015_1;cap_2015_1;volume_2015_2;price_2015_2;cap_2015_2;volume_2015_3;price_2015_3;cap_2015_3;volume_2015_4;price_2015_4;cap_2015_4;volume_2016_1;price_2016_1;cap_2016_1;volume_2016_2;price_2016_2;cap_2016_2;volume_2016_3;price_2016_3;cap_2016_3;volume_2016_4;price_2016_4;cap_2016_4;volume_2017_1;price_2017_1;cap_2017_1;volume_2017_2;price_2017_2;cap_2017_2;volume_2017_3;price_2017_3;cap_2017_3;volume_2017_4;price_2017_4;cap_2017_4;volume_2018_1;price_2018_1;cap_2018_1;volume_2018_2;price_2018_2;cap_2018_2;volume_2018_3;price_2018_3;cap_2018_3;volume_2018_4;price_2018_4;cap_2018_4;volume_2019_1;price_2019_1;cap_2019_1;volume_2019_2;price_2019_2;cap_2019_2;volume_2019_3;price_2019_3;cap_2019_3;volume_2019_4;price_2019_4;cap_2019_4;volume_2020_1;price_2020_1;cap_2020_1;volume_2020_2;price_2020_2;cap_2020_2;volume_2020_3;price_2020_3;cap_2020_3;volume_2020_4;price_2020_4;cap_2020_4
ABBN;"АО ""Банк Астаны""";aо;KZ1C00001023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36081627,0;228,44;8242486871,88;36081627,0;206,3;7443639650,1;36081627,0;163,1;5884913363,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ABRD;"ПАО ""Абрау – Дюрсо""";aо;1-02-12500-A;;;;;;;735000,0;5850,0;4299750000,0;;;;73500000,0;75,06;5516910000,0;73500000,0;81,14;5963790000,0;73500000,0;83,58;6143130000,0;73500000,0;82,31;6049785000,0;73500000,0;101,47;7458045000,0;73500000,0;126,09;9267615000,0;73500000,0;136,99;10068765000,0;73500000,0;115,59;8495865000,0;73500000,0;95,5;7019250000,0;73500000,0;99,0;7276500000,0;73500000,0;89,5;6578250000,0;73500000,0;103,0;7570500000,0;73500000,0;97,5;7166250000,0;73500000,0;84,0;6174000000,0;73500000,0;82,0;6027000000,0;73500000,0;91,5;6725250000,0;98000184,0;98,5;9653018124,0;98000184,0;142,5;13965026220,0;98000184,0;190,0;18620034960,0;98000184,0;170,5;16709031372,0;98000184,0;153,5;15043028244,0;98000184,0;147,5;14455027140,0;98000184,0;147,5;14455027140,0;98000184,0;140,0;13720025760,0;98000184,0;140,0;13720025760,0;98000184,0;137,0;13426025208,0;98000184,0;138,5;13573025484,0;98000184,0;135,5;13279024932,0;98000184,0;138,5;13573025484,0;98000184,0;133,5;13083024564,0;98000184,0;130,0;12740023920,0;98000184,0;194,0;19012035696,0;98000184,0;200,5;19649036892,0
ACKO;"ПАО ""АСКО-СТРАХОВАНИЕ""";aо;1-01-52065-Z;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;526000000,0;8,253;4341078000,0;526000000,0;6,52;3429520000,0;526000000,0;12,13;6380380000,0;526000000,0;11,12;5849120000,0;536000000,0;7,94;4255840000,0;536000000,0;6,7;3591200000,0;536000000,0;6,92;3709120000,0;536000000,0;5,64;3023040000,0;536000000,0;5,04;2701440000,0;536000000,0;4,38;2347680000,0;536000000,0;3,94;2111840000,0;536000000,0;4,98;2669280000,0;536000000,0;5,0;2680000000,0;536000000,0;5,86;3140960000,0
AESL;"ПАО ""ТПГ АЭССЕЛЬ""";aо;1-01-14863-A;;;;;;;;;;;;;;;;;;;;;;;;;10000000,0;91,0;910000000,0;10000000,0;102,12;1021200000,0;10000000,0;108,72;1087200000,0;10000000,0;112,64;1126400000,0;10000000,0;112,0;1120000000,0;10000000,0;109,5;1095000000,0;10000000,0;84,5;845000000,0;10000000,0;92,5;925000000,0;10000000,0;87,5;875000000,0;10000000,0;88,0;880000000,0;10000000,0;;;10000000,0;;;10000000,0;58,5;585000000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AFKS;"ПАО АФК ""Система""";aо;1-05-01669-A;9650000000,0;23,307;224912550000,0;9650000000,0;26,002;250919300000,0;9650000000,0;24,514;236560100000,0;9650000000,0;24,768;239011200000,0;9650000000,0;25,461;245698650000,0;9650000000,0;25,438;245476700000,0;9650000000,0;28,716;277109400000,0;9650000000,0;34,287;330869550000,0;9650000000,0;45,545;439509250000,0;9650000000,0;35,437;341967050000,0;9650000000,0;45,776;441738400000,0;9650000000,0;12,934;124813100000,0;9650000000,0;11,17;107790500000,0;9650000000,0;17,58;169647000000,0;9650000000,0;19,82;191263000000,0;9650000000,0;18,23;175919500000,0;9650000000,0;17,635;170177750000,0;9650000000,0;17,6;169840000000,0;9650000000,0;20,645;199224250000,0;9650000000,0;20,25;195412500000,0;9650000000,0;23,125;223156250000,0;9650000000,0;22,705;219103250000,0;9650000000,0;12,135;117102750000,0;9650000000,0;13,355;128875750000,0;9650000000,0;12,17;117440500000,0;9650000000,0;11,79;113773500000,0;9650000000,0;8,81;85016500000,0;9650000000,0;8,685;83810250000,0;9650000000,0;7,99;77103500000,0;9650000000,0;9,561;92263650000,0;9650000000,0;9,893;95467450000,0;9650000000,0;12,78;123327000000,0;9650000000,0;15,246;147123900000,0;9650000000,0;12,889;124378850000,0;9650000000,0;17,309;167031850000,0;9650000000,0;21,202;204599300000,0;9650000000,0;28,874;278634100000,0
AFLT;"ПАО ""Аэрофлот-российские авиалинии""";aо;1-01-00010-A;1110616299,0;50,29;55852893676,71;1110616299,0;47,22;52443301638,78;1110616299,0;43,38;48178535050,62;1110616299,0;43,43;48234065865,57;1110616299,0;45,33;50344236833,67;1110616299,0;53,45;59362441181,55;1110616299,0;56,4;62638759263,6;1110616299,0;54,27;60273146546,73;1110616299,0;84,07;93369512256,93;1110616299,0;54,74;60795136207,26;1110616299,0;56,03;62227831232,97;1110616299,0;43,41;48211853539,59;1110616299,0;31,81;35328704471,19;1110616299,0;33,99;37749848003,01;1110616299,0;38,07;42281162502,93;1110616299,0;35,28;39182543028,72;1110616299,0;56,1;62305574373,9;1110616299,0;73,87;82041226007,13;1110616299,0;84,8;94180262155,2;1110616299,0;117,55;130552945947,45;1110616299,0;152,96;169879869095,04;1110616299,0;169,25;187971808605,75;1110616299,0;194,0;215459562006,0;1110616299,0;181,8;201910043158,2;1110616299,0;139,1;154486727190,9;1110616299,0;155,2;172367649604,8;1110616299,0;140,25;155763935934,75;1110616299,0;106,35;118114043398,65;1110616299,0;101,08;112261095502,92;1110616299,0;96,52;107196685179,48;1110616299,0;101,64;112883040630,36;1110616299,0;103,38;114815512990,62;1110616299,0;103,88;115370821140,12;1110616299,0;68,06;75588545309,94;1110616299,0;82,12;91203810473,88;1110616299,0;74,2;82407729385,8;2444535448,0;71,42;174588721696,16
AGRE;"ОАО ""АГАВА-Ресурс""";aо;1-01-14074-A;64572204172,0;;;64572204172,0;;;64572204172,0;;;64572204172,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AKHA;"ОАО ""ПАВА""";aо;1-02-10682-F;88421053,0;9,07;801978950,71;88421053,0;9,051;800298950,7;88421053,0;8,594;759890529,48;88421053,0;8,095;715768424,04;88421053,0;6,552;579334739,26;88421053,0;5,554;491090528,36;88421053,0;4,027;356071580,43;88421053,0;3,676;325035790,83;88421053,0;3,22;284715790,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AKRN;"ПАО ""Акрон""";aо;1-03-00207-A;47687600,0;1327,1;63286213960,0;47687600,0;1229,2;58617597920,0;40534000,0;1147,5;46512765000,0;40534000,0;1396,6;56609784400,0;40534000,0;1401,0;56788134000,0;40534000,0;1325,8;53739977200,0;40534000,0;1243,0;50383762000,0;40534000,0;1004,1;40700189400,0;40534000,0;1120,1;45402133400,0;40534000,0;1043,8;42309389200,0;40534000,0;1232,5;49958155000,0;40534000,0;1243,7;50412135800,0;40534000,0;1850,0;74987900000,0;40534000,0;2224,0;90147616000,0;40534000,0;2240,0;90796160000,0;40534000,0;3061,0;124074574000,0;40534000,0;3749,0;151961966000,0;40534000,0;3695,0;149773130000,0;40534000,0;3505,0;142071670000,0;40534000,0;3390,0;137410260000,0;40534000,0;3565,0;144503710000,0;40534000,0;3270,0;132546180000,0;40534000,0;3119,0;126425546000,0;40534000,0;3412,0;138302008000,0;40534000,0;3886,0;157515124000,0;40534000,0;4167,0;168905178000,0;40534000,0;4353,0;176444502000,0;40534000,0;4683,0;189820722000,0;40534000,0;4668,0;189212712000,0;40534000,0;4504,0;182565136000,0;40534000,0;4560,0;184835040000,0;40534000,0;5006,0;202913204000,0;40534000,0;4812,0;195049608000,0;40534000,0;6006,0;243447204000,0;40534000,0;5540,0;224558360000,0;40534000,0;6320,0;256174880000,0;40534000,0;5964,0;241744776000,0
ALBK;"ПАО ""Бест Эффортс Банк""";aо;10400435B;;;;;;;56490000,0;20,001;1129856490,0;56490000,0;20,005;1130082450,0;56490000,0;21,543;1216964070,0;56490000,0;20,217;1142058330,0;56490000,0;20,171;1139459790,0;56490000,0;20,145;1137991050,0;56490000,0;20,867;1178776830,0;56490000,0;20,9;1180641000,0;56490000,0;21,154;1194989460,0;56490000,0;21,253;1200581970,0;56490000,0;;;56490000,0;20,7;1169343000,0;56490000,0;20,2;1141098000,0;56490000,0;20,2;1141098000,0;56490000,0;;;56490000,0;;;56490000,0;;;56490000,0;;;56490000,0;33,8;1909362000,0;56490000,0;34,1;1926309000,0;56490000,0;;;56490000,0;;;56490000,0;107,8;6089622000,0;56490000,0;225,8;12755442000,0;56490000,0;70,5;3982545000,0;56490000,0;47,5;2683275000,0;56490000,0;80,0;4519200000,0;56490000,0;92,0;5197080000,0;56490000,0;65,0;3671850000,0;56490000,0;98,0;5536020000,0;56490000,0;62,0;3502380000,0;56490000,0;50,0;2824500000,0;56490000,0;53,5;3022215000,0;56490000,0;58,5;3304665000,0;56490000,0;56,5;3191685000,0
ALNU;"ПАО ""АЛРОСА-Нюрба""";aо;1-01-20179-F;800000,0;;;800000,0;44971,0;35976800000,0;800000,0;52792,0;42233600000,0;800000,0;55022,0;44017600000,0;800000,0;54343,0;43474400000,0;800000,0;55032,0;44025600000,0;800000,0;52925,0;42340000000,0;800000,0;66405,0;53124000000,0;800000,0;61677,0;49341600000,0;800000,0;63437,0;50749600000,0;800000,0;70769,0;56615200000,0;800000,0;65836,0;52668800000,0;800000,0;89800,0;71840000000,0;800000,0;78600,0;62880000000,0;800000,0;89600,0;71680000000,0;800000,0;92600,0;74080000000,0;800000,0;103000,0;82400000000,0;800000,0;115000,0;92000000000,0;800000,0;126000,0;100800000000,0;800000,0;162500,0;130000000000,0;800000,0;185500,0;148400000000,0;800000,0;167500,0;134000000000,0;800000,0;125500,0;100400000000,0;800000,0;146500,0;117200000000,0;800000,0;145500,0;116400000000,0;800000,0;148500,0;118800000000,0;800000,0;120000,0;96000000000,0;800000,0;100500,0;80400000000,0;800000,0;79500,0;63600000000,0;800000,0;55800,0;44640000000,0;800000,0;95000,0;76000000000,0;800000,0;69000,0;55200000000,0;800000,0;49600,0;39680000000,0;800000,0;46800,0;37440000000,0;800000,0;53200,0;42560000000,0;800000,0;57200,0;45760000000,0;800000,0;59200,0;47360000000,0
ALRS;"АК ""АЛРОСА"" (ПАО)";aо;1-03-40046-N;7364965630,0;30,653;225758291456,39;7364965630,0;30,922;227739467210,86;7364965630,0;24,368;179469482471,84;7364965630,0;24,168;177996489345,84;7364965630,0;30,01;221022618556,3;7364965630,0;32,064;236150257960,32;7364965630,0;34,232;252117503446,16;7364965630,0;36,84;271325333809,2;7364965630,0;35,178;259084760932,14;7364965630,0;35,896;264372806254,48;7364965630,0;41,617;306507774623,71;7364965630,0;35,233;259489834041,79;7364965630,0;62,19;458027212529,7;7364965630,0;71,03;523133508698,9;7364965630,0;63,22;465613127128,6;7364965630,0;56,8;418330047784,0;7364965630,0;56,17;413690119437,1;7364965630,0;69,91;514884747193,3;7364965630,0;69,48;511717811972,4;7364965630,0;85,53;629925510333,9;7364965630,0;96,62;711602979170,6;7364965630,0;91,89;676766691740,7;7364965630,0;87,12;641635805685,6;7364965630,0;81,85;602822436815,5;7364965630,0;74,99;552298772593,7;7364965630,0;91,6;674630851708,0;7364965630,0;99,8;735023569874,0;7364965630,0;106,26;782601247843,8;7364965630,0;98,35;724344369710,5;7364965630,0;92,77;683247861495,1;7364965630,0;86,74;638837118746,2;7364965630,0;74,13;545964902151,9;7364965630,0;84,79;624475435767,7;7364965630,0;61,91;455965022153,3;7364965630,0;64,49;474966633478,7;7364965630,0;73,23;539336433084,9;7364965630,0;98,85;728026852525,5
AMEZ;"ПАО ""Ашинский метзавод""";aо;1-03-45219-D;498454822,0;7,657;3816668572,05;498454822,0;7,685;3830625307,07;498454822,0;7,008;3493171392,58;498454822,0;7,256;3616788188,43;498454822,0;6,203;3091915260,87;498454822,0;5,79;2886053419,38;498454822,0;3,8;1894128323,6;498454822,0;3,521;1755059428,26;498454822,0;3,41;1699730943,02;498454822,0;7,156;3566942706,23;498454822,0;6,471;3225501153,16;498454822,0;6,695;3337155033,29;498454822,0;6,05;3015651673,1;498454822,0;5,4;2691656038,8;498454822,0;5,15;2567042333,3;498454822,0;5,32;2651779653,04;498454822,0;3,93;1958927450,46;498454822,0;3,88;1934004709,36;498454822,0;3,19;1590070882,18;498454822,0;3,98;1983850191,56;498454822,0;3,93;1958927450,46;498454822,0;5,19;2586980526,18;498454822,0;4,55;2267969440,1;498454822,0;4,69;2337753115,18;498454822,0;4,56;2272953988,32;498454822,0;4,0;1993819288,0;498454822,0;3,71;1849267389,62;498454822,0;4,86;2422490434,92;498454822,0;3,912;1949955263,66;498454822,0;4,365;2175755298,03;498454822,0;4,315;2150832556,93;498454822,0;4,8;2392583145,6;498454822,0;4,925;2454889998,35;498454822,0;3,71;1849267389,62;498454822,0;4,09;2038680221,98;498454822,0;4,655;2320307196,41;498454822,0;7,245;3611305185,39
ANGA;"ОАО ""ИЦ ""Ангара""";aо;1-01-12395-A;500000,0;;;500000,0;;;;;;500000,0;;;500000,0;;;500000,0;;;500000,0;;;500000,0;;;500000,0;;;500000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
APTK;"ПАО ""Аптечная сеть 36,6""";aо;1-01-07335-A;105000000,0;38,44;4036200000,0;105000000,0;39,8;4179000000,0;105000000,0;30,08;3158400000,0;105000000,0;36,04;3784200000,0;105000000,0;32,2;3381000000,0;105000000,0;29,32;3078600000,0;105000000,0;20,63;2166150000,0;105000000,0;20,95;2199750000,0;105000000,0;19,19;2014950000,0;105000000,0;14,7;1543500000,0;105000000,0;14,22;1493100000,0;105000000,0;14,12;1482600000,0;105000000,0;12,78;1341900000,0;105000000,0;14,31;1502550000,0;105000000,0;14,42;1514100000,0;105000000,0;13,95;1464750000,0;105000000,0;15,8;1659000000,0;976450868,0;16,84;16443432617,12;976450868,0;11,69;11414710646,92;976450868,0;10,49;10242969605,32;976450868,0;10,26;10018385905,68;2330647246,0;8,45;19693969228,7;2330647246,0;9,06;21115664048,76;2330647246,0;9,05;21092357576,3;2330647246,0;8,72;20323243985,12;2330647246,0;7,47;17409934927,62;2330647246,0;5,9;13750818751,4;2330647246,0;5,14;11979526844,44;2330647246,0;5,095;11874647718,37;2330647246,0;4,991;11632260404,79;6708243398,0;12,167;81619197423,47;6708243398,0;12,238;82095482704,72;6708243398,0;12,166;81612489180,07;6708243398,0;14,178;95109474896,84;6708243398,0;14,294;95887631131,01;6708243398,0;14,17;95055808949,66;7630433826,0;13,926;106261421460,88
AQUA;"ПАО ""Русская Аквакультура""";aо;1-01-04461-D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;79537651,0;53,6;4263218093,6;79537651,0;45,7;3634870650,7;79537651,0;42,5;3380350167,5;79537651,0;33,9;2696326368,9;79537651,0;31,6;2513389771,6;79537651,0;39,9;3173552274,9;79537651,0;79,2;6299381959,2;79537651,0;60,9;4843842945,9;79537651,0;153,1;12177214368,1;79537651,0;184,5;14674696609,5;87876649,0;132,0;11599717668,0;87876649,0;152,0;13357250648,0;87876649,0;200,0;17575329800,0;87876649,0;161,0;14148140489,0;87876649,0;134,5;11819409290,5;87876649,0;154,0;13533003946,0;87876649,0;218,0;19157109482,0;87876649,0;221,5;19464677753,5;87876649,0;251,0;22057038899,0;87876649,0;230,5;20255567594,5;87876649,0;209,5;18410157965,5;87876649,0;230,5;20255567594,5;87876649,0;261,0;22935805389,0
ARMD;"ПАО ""АРМАДА""";aо;1-01-10670-A;14399997,0;311,84;4490495064,48;14399997,0;259,6;3738239221,2;14399997,0;223,32;3215807330,04;14399997,0;251,97;3628367244,09;14399997,0;212,85;3065039361,45;14399997,0;191,3;2754719426,1;14399997,0;150,84;2172095547,48;14399997,0;163,61;2355983509,17;14399997,0;158,2;2278079525,4;14399997,0;134,07;1930607597,79;14399997,0;137,76;1983743586,72;14399997,0;60,31;868463819,07;14399997,0;26,5;381599920,5;14399997,0;34,5;496799896,5;14399997,0;31,0;446399907,0;14399997,0;26,5;381599920,5;14399997,0;26,0;374399922,0;14399997,0;24,5;352799926,5;14399997,0;17,9;257759946,3;14399997,0;18,3;263519945,1;14399997,0;19,9;286559940,3;14399997,0;15,9;228959952,3;14399997,0;12,2;175679963,4;14399997,0;11,9;171359964,3;14399997,0;10,5;151199968,5;14399997,0;11,6;167039965,2;14399997,0;9,3;133919972,1;14399997,0;8,1;116639975,7;14399997,0;6,93;99791979,21;14399997,0;8,015;115415975,96;14399997,0;7,88;113471976,36;;;;;;;;;;;;;;;;;;
ARSA;"ПАО ""УК ""Арсагера""";aо;1-01-03163-D;123817165,0;1,5292;189341208,72;123817165,0;1,5648;193749099,79;123817165,0;1,3391;165803565,65;123817165,0;1,4425;178606260,51;123817165,0;1,1589;143491712,52;123817165,0;1,0226;126615432,93;123817165,0;0,6563;81261205,39;123817165,0;0,623;77138093,8;123817165,0;0,7552;93506723,01;123817165,0;0,6101;75540852,37;123817165,0;0,8414;104179762,63;123817165,0;0,798;98806097,67;123817165,0;0,624;77261910,96;123817165,0;0,763;94472496,9;123817165,0;0,909;112549802,99;123817165,0;1,0;123817165,0;123817165,0;1,335;165295915,28;123817165,0;1,95;241443471,75;123817165,0;2,1;260016046,5;123817165,0;2,575;318829199,88;123817165,0;3,35;414787502,75;123817165,0;3,3;408596644,5;123817165,0;3,09;382595039,85;123817165,0;3,38;418502017,7;123817165,0;3,33;412311159,45;123817165,0;3,35;414787502,75;123817165,0;3,56;440789107,4;123817165,0;3,37;417263846,05;123817165,0;3,16;391262241,4;123817165,0;2,8;346688062,0;123817165,0;3,01;372689666,65;123817165,0;3,3;408596644,5;123817165,0;3,23;399929442,95;123817165,0;3,04;376404181,6;123817165,0;3,24;401167614,6;123817165,0;3,76;465552540,4;123817165,0;3,79;469267055,35
ARSB;"ОАО ""Архангельская сбытовая компания""";aо;1-01-65125-D;1715146860,0;0,09703;166420699,83;1715146860,0;0,13966;239537410,47;1715146860,0;0,08045;137983564,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARSBP;"ОАО ""Архангельская сбытовая компания""";ап;2-01-65125-D;351787200,0;0,07368;25919680,9;351787200,0;0,16954;59642001,89;351787200,0;0,10778;37915624,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ASSB;"ПАО ""Астраханская энергосбытовая компания""";aо;1-01-55064-E;773900078,0;0,8335;645045715,01;773900078,0;1,0327;799206610,55;773900078,0;0,5632;435860523,93;773900078,0;0,4903;379443208,24;773900078,0;0,5569;430984953,44;773900078,0;0,4136;320085072,26;773900078,0;0,426;329681433,23;773900078,0;;;773900078,0;0,2683;207637390,93;773900078,0;0,2091;161822506,31;773900078,0;;;773900078,0;;;773900078,0;0,281;217465921,92;773900078,0;0,238;184188218,56;773900078,0;0,281;217465921,92;773900078,0;0,389;301047130,34;773900078,0;0,377;291760329,41;773900078,0;0,42;325038032,76;773900078,0;0,381;294855929,72;773900078,0;0,392;303368830,58;773900078,0;0,407;314977331,75;773900078,0;0,458;354446235,72;773900078,0;0,474;366828636,97;773900078,0;0,475;367602537,05;773900078,0;0,505;390819539,39;773900078,0;0,456;352898435,57;773900078,0;0,418;323490232,6;773900078,0;0,445;344385534,71;773900078,0;0,493;381532738,45;773900078,0;0,9055;700766520,63;773900078,0;0,8535;660523716,57;773900078,0;0,601;465113946,88;773900078,0;0,588;455053245,86;773900078,0;0,5305;410553991,38;773900078,0;0,833;644658764,97;773900078,0;0,7505;580812008,54;773900078,0;0,848;656267266,14
AVAN;"ПАО АКБ ""АВАНГАРД""";aо;10102879B;;;;;;;;;;80700000,0;;;80700000,0;;;80700000,0;;;80700000,0;;;80700000,0;;;80700000,0;;;80700000,0;;;80700000,0;;;80700000,0;;;80700000,0;;;80700000,0;;;80700000,0;;;80700000,0;308,0;24855600000,0;80700000,0;298,0;24048600000,0;80700000,0;;;80700000,0;;;80700000,0;;;80700000,0;428,0;34539600000,0;80700000,0;467,0;37686900000,0;80700000,0;;;80700000,0;526,0;42448200000,0;80700000,0;503,0;40592100000,0;80700000,0;516,0;41641200000,0;80700000,0;597,0;48177900000,0;80700000,0;487,0;39300900000,0;80700000,0;;;80700000,0;770,0;62139000000,0;80700000,0;610,0;49227000000,0;80700000,0;640,0;51648000000,0;80700000,0;640,0;51648000000,0;80700000,0;630,0;50841000000,0;80700000,0;700,0;56490000000,0;80700000,0;835,0;67384500000,0;80700000,0;1050,0;84735000000,0
AVAZ;"ПАО ""АВТОВАЗ""";aо;1-07-00002-A;1388289720,0;19,491;27059154932,52;1388289720,0;24,139;33511925551,08;1822463131,0;16,384;29859235938,3;1822463131,0;15,833;28855058753,12;1822463131,0;15,97;29104736202,07;1822463131,0;12,425;22644104402,68;1822463131,0;9,748;17765370600,99;1822463131,0;10,562;19248855589,62;1822463131,0;10,888;19842978570,33;1822463131,0;10,149;18496178316,52;1822463131,0;9,745;17759903211,6;1822463131,0;10,386;18928102078,57;1822463131,0;8,44;15381588825,64;1822463131,0;11,7;21322818632,7;1822463131,0;10,02;18261080572,62;1822463131,0;9,88;18005935734,28;1822463131,0;9,39;17112928800,09;1822463131,0;9,03;16456842072,93;1822463131,0;7,28;13267531593,68;1822463131,0;10,81;19700826446,11;1822463131,0;9,67;17623218476,77;4726988118,0;9,65;45615435338,7;4726988118,0;9,29;43913719616,22;4726988118,0;11,74;55494840505,32;4726988118,0;10,02;47364420942,36;4726988118,0;13,02;61545385296,36;4726988118,0;11,75;55542110386,5;10688153662,0;11,9;127189028577,8;;;;;;;;;;;;;;;;;;;;;;;;;;;
AVAZP;"ПАО ""АВТОВАЗ""";ап;2-04-00002-A;461764300,0;5,672;2619127109,6;461764300,0;8,988;4150337528,4;461764300,0;5,955;2749806406,5;461764300,0;6,096;2814915172,8;461764300,0;6,052;2794597543,6;461764300,0;5,069;2340683236,7;461764300,0;3,983;1839207206,9;461764300,0;3,478;1606016235,4;461764300,0;2,839;1310948847,7;461764300,0;2,699;1246301845,7;461764300,0;3,107;1434701680,1;461764300,0;3,107;1434701680,1;461764300,0;2,655;1225984216,5;461764300,0;3,245;1498425153,5;461764300,0;3,225;1489189867,5;461764300,0;3,165;1461484009,5;461764300,0;3,045;1406072293,5;461764300,0;3,14;1449939902,0;461764300,0;3,27;1509969261,0;461764300,0;4,545;2098718743,5;461764300,0;3,97;1833204271,0;461764300,0;5,975;2759041692,5;461764300,0;7,18;3315467674,0;461764300,0;8,85;4086614055,0;461764300,0;10,11;4668437073,0;461764300,0;12,98;5993700614,0;461764300,0;11,55;5333377665,0;461764300,0;11,6;5356465880,0;;;;;;;;;;;;;;;;;;;;;;;;;;;
AZKM;"КОАО ""Азот""";aо;1-02-10051-F;6799920,0;694,3;4721184456,0;14864392,0;657,9;9779283496,8;14864392,0;1897,4;28203697380,8;14864392,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BACT;"ОАО ""БизнесАктив""";aо;1-01-22301-F;91000000,0;;;91000000,0;;;91000000,0;;;91000000,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BANE;"ПАО АНК ""Башнефть""";aо;1-01-00013-A;170169754,0;1341,8;228333775917,2;170169754,0;1693,0;288097393522,0;170169754,0;1540,7;262180539987,8;170169754,0;1882,4;320327544929,6;170169754,0;1764,1;300196463031,4;188710587,0;1918,7;362079003276,9;188710587,0;1843,0;347793611841,0;188710587,0;1897,2;358021725656,4;188710587,0;1993,6;376213426243,2;188710587,0;1916,7;361701582102,9;150570662,0;2390,7;359969281643,4;150570662,0;1253,9;188800553081,8;150570662,0;1213,0;182642213006,0;150570662,0;1868,0;281265996616,0;147846489,0;1893,0;279873403677,0;147846489,0;1725,0;255035193525,0;147846489,0;1986,5;293697050398,5;147846489,0;2585,5;382257097309,5;147846489,0;2937,0;434225138193,0;147846489,0;3094,0;457437036966,0;147846489,0;3591,5;530990665243,5;147846489,0;3620,0;535204290180,0;147846489,0;2478,0;366363599742,0;147846489,0;2071,0;306190078719,0;147846489,0;2258,0;333837372162,0;147846489,0;2218,0;327923512602,0;147846489,0;2149,0;317722104861,0;147846489,0;1965,0;290518350885,0;147846489,0;1872,0;276768627408,0;147846489,0;1964,5;290444427640,5;147846489,0;1900,5;280982252344,5;147846489,0;1832,5;270928691092,5;147846489,0;1937,5;286452572437,5;147846489,0;1539,0;227535746571,0;147846489,0;1848,5;273294234916,5;147846489,0;1645,0;243207474405,0;147846489,0;1660,0;245425171740,0
BANE-001D;"ОАО ""АНК ""Башнефть""";aо;1-01-00013-A-001D;;;;;;;;;;;;;1064561,0;1773,4;1887892477,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BANE-002D;"ОАО ""АНК ""Башнефть""";aо;1-01-00013-A-002D;;;;;;;;;;;;;6393622,0;1775,7;11353154585,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
